,context,ut,bt,bt_plus_1,diff,related_placeholders
3238," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer? B:I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0] A:Raunchy humor huh? That's interesting. Are you a fan of [MOVIE_P_ACTOR_1]? Schumer? I would recommend watching [MOVIE_TITLE_0] B:I saw that film and I enjoyed it. Have you seen [MOVIE_TITLE_1] on Netflix? I think you might like it A:I have not seen [MOVIE_TITLE_1] but I'm a fan of [MOVIE_P_ACTOR_2] and [MOVIE_P_ACTOR_3], Pacino, I'll have to check that out. Would you refer a movie that's on netflix? B:Sure if you want. I also like foreign language [MOVIE_GENRE_0] films A:[MOVIE_TITLE_2] Well, I would recommend [MOVIE_TITLE_3] It's a [MOVIE_GENRE_2] film, so a little bit of me, and a little bit of you. B:Okay, well thanks. I dislike [MOVIE_GENRE_2] films, can you recommend anything else? A:Sure. Have you seen [MOVIE_TITLE_5] . It's a 1988 film staring Antonia Banderas. Its about a series of heightened womanly dilemmas, with a little bit of sexual politics added in",That sounds great. I haven't seen it. I will check it out.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_6]']
3239," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer? B:I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0] A:Raunchy humor huh? That's interesting. Are you a fan of [MOVIE_P_ACTOR_1]? Schumer? I would recommend watching [MOVIE_TITLE_0] B:I saw that film and I enjoyed it. Have you seen [MOVIE_TITLE_1] on Netflix? I think you might like it A:I have not seen [MOVIE_TITLE_1] but I'm a fan of [MOVIE_P_ACTOR_2] and [MOVIE_P_ACTOR_3], Pacino, I'll have to check that out. Would you refer a movie that's on netflix? B:Sure if you want. I also like foreign language [MOVIE_GENRE_0] films A:[MOVIE_TITLE_2] Well, I would recommend [MOVIE_TITLE_3] It's a [MOVIE_GENRE_2] film, so a little bit of me, and a little bit of you. B:Okay, well thanks. I dislike [MOVIE_GENRE_2] films, can you recommend anything else? A:Sure. Have you seen [MOVIE_TITLE_5] . It's a 1988 film staring Antonia Banderas. Its about a series of heightened womanly dilemmas, with a little bit of sexual politics added in B:That sounds great. I haven't seen it. I will check it out. A:Something a little more light hearted is "" [MOVIE_TITLE_6] "" its a 2012 film with a little bit of HBO's Curb your Enthusiasm added in.","Okay, cool. I like Curb Your Enthusiasm. I'll check it out, thanks!","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_3]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_7]']
3240," A:Hello hello, I here you are looking for a good movie to watch. Is there a specific genre you like? B:Hi, I like to watch [MOVIE_GENRE_0] films. What about you? A:I prefer true [MOVIE_GENRE_1] movies, thank you for asking. But [MOVIE_GENRE_0] is really good, too. Do you have a specific comedian you prefer? B:I like a lot of women comedians with raunchy humor, like [MOVIE_P_ACTOR_0] A:Raunchy humor huh? That's interesting. Are you a fan of [MOVIE_P_ACTOR_1]? Schumer? I would recommend watching [MOVIE_TITLE_0] B:I saw that film and I enjoyed it. Have you seen [MOVIE_TITLE_1] on Netflix? I think you might like it A:I have not seen [MOVIE_TITLE_1] but I'm a fan of [MOVIE_P_ACTOR_2] and [MOVIE_P_ACTOR_3], Pacino, I'll have to check that out. Would you refer a movie that's on netflix? B:Sure if you want. I also like foreign language [MOVIE_GENRE_0] films A:[MOVIE_TITLE_2] Well, I would recommend [MOVIE_TITLE_3] It's a [MOVIE_GENRE_2] film, so a little bit of me, and a little bit of you. B:Okay, well thanks. I dislike [MOVIE_GENRE_2] films, can you recommend anything else? A:Sure. Have you seen [MOVIE_TITLE_5] . It's a 1988 film staring Antonia Banderas. Its about a series of heightened womanly dilemmas, with a little bit of sexual politics added in B:That sounds great. I haven't seen it. I will check it out. A:Something a little more light hearted is "" [MOVIE_TITLE_6] "" its a 2012 film with a little bit of HBO's Curb your Enthusiasm added in. B:Okay, cool. I like Curb Your Enthusiasm. I'll check it out, thanks! A:And if you are looking for something that can pull at your heart strings, I would also recommend [MOVIE_TITLE_7] , from Sweden. Its a coming of age movie, very thought provoking. It goes into childhood wonder and how we have to realize the inevitable as we grow up, such as how to deal with death and heartache. B:Oh, cool, I heard that is good. Have you seen [MOVIE_TITLE_4] on Netflix? I thought it was pretty good. It's about [MOVIE_GENRE_1] in Weimar Germany A:It's in my queue, actually. Thank you for the recommendation! I'll have to watch that!","Yeah, I thought the design and costumes were really good. Apparently it was one of the most expensive Netflix films ever to produce","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_P_ACTOR_4]']
3241," A:Hello, how are you?","Hi I'm good, I am looking for a movie to watch this weekend? Do you have any ideas?",[],[],[],['[MOVIE_TITLE_0]']
3242," A:Hi there, can I help you find a movie to watch today?",yeah,[],[],[],[]
3243," A:Hi there, can I help you find a movie to watch today? B:yeah A:What kind of movies do you enjoy watching?",Alot of different ones but i like survival [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies the best,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_0]']",['[MOVIE_TITLE_0]'],['[MOVIE_TITLE_0]']
3244," A:Hello, how are you ?",Hello I am doing good.,[],[],[],[]
3245," A:Hello, how are you ? B:Hello I am doing good. A:That's great. Are you looking for a movie to watch?","Yes, I am looking for a movie recommendation.",[],[],[],[]
3246," A:Hello, how are you ? B:Hello I am doing good. A:That's great. Are you looking for a movie to watch? B:Yes, I am looking for a movie recommendation. A:Cool, are you looking for a movie you can watch at home, or one that is at the theater?",I am looking for a movie to watch at home.,[],[],[],[]
3247, A:Hi how is it going?,pretty good how about you?,[],[],[],[]
3248, A:Hi how is it going? B:pretty good how about you? A:Good!,so whats your experience with movies?,[],['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
3249, A:Hi,Hello! [MOVIE_TITLE_0] a recommendation on a movie,[],[],[],[]
3250, A:Hi B:Hello! [MOVIE_TITLE_0] a recommendation on a movie A:What kind of movie are you looking for?,I really enjoy [MOVIE_GENRE_0] and intriguing stories. I'm not a fan of [MOVIE_GENRE_1] or [MOVIE_GENRE_2],['[MOVIE_GENRE_3]'],['[MOVIE_GENRE_3]'],[],"['[MOVIE_TITLE_4]', '[MOVIE_TITLE_1]']"
3251, A:Hi B:Hello! [MOVIE_TITLE_0] a recommendation on a movie A:What kind of movie are you looking for? B:I really enjoy [MOVIE_GENRE_0] and intriguing stories. I'm not a fan of [MOVIE_GENRE_1] or [MOVIE_GENRE_2] A:I would recommend the movie [MOVIE_TITLE_4] ! It's a mockumentary about a group of [MOVIE_TITLE_1] it's pretty funny and has an interesting story,"that sounds interesting but I don't care for Vampire type movies, I consider those to be [MOVIE_GENRE_2] I really like a good plot, modern and relevant to what's happening in real life.",['[MOVIE_GENRE_3]'],"['[MOVIE_GENRE_3]', '[MOVIE_TITLE_2]']",['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]']
3252," A:Hi B:Hello! [MOVIE_TITLE_0] a recommendation on a movie A:What kind of movie are you looking for? B:I really enjoy [MOVIE_GENRE_0] and intriguing stories. I'm not a fan of [MOVIE_GENRE_1] or [MOVIE_GENRE_2] A:I would recommend the movie [MOVIE_TITLE_4] ! It's a mockumentary about a group of [MOVIE_TITLE_1] it's pretty funny and has an interesting story B:that sounds interesting but I don't care for Vampire type movies, I consider those to be [MOVIE_GENRE_2] I really like a good plot, modern and relevant to what's happening in real life. A:Hm, the movie [MOVIE_TITLE_2] Stories is pretty good, it's a comedy-drama about [MOVIE_PLOT] B:That does sound interesting! I'm going to accept that recommendation, I'm really excited to watch it! A:Great  I hope you like it!",Do you have any other recommendations like that movie?,"['[MOVIE_GENRE_3]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_3]', '[MOVIE_TITLE_2]', '[MOVIE_P_ACTOR_0]']",['[MOVIE_P_ACTOR_0]'],"['[MOVIE_TITLE_3]', '[MOVIE_P_ACTOR_0]']"
3253, A:Hi there! How are you today?,"Hello! I am doing well, and yourself?",[],[],[],[]
3254," A:Hi there! How are you today? B:Hello! I am doing well, and yourself? A:Doing well! So what kind of movies are you into?",I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies.I would love to watch something with a [MOVIE_GENRE_2] feel. What do you recommend?,"['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']"
3255," A:Hi there! How are you today? B:Hello! I am doing well, and yourself? A:Doing well! So what kind of movies are you into? B:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies.I would love to watch something with a [MOVIE_GENRE_2] feel. What do you recommend? A:I love [MOVIE_GENRE_1] as well! I think I might have the perfect one for you. What's the most recent [MOVIE_GENRE_2] movie you've watched?",I believe the most recent movie I watched was [MOVIE_TITLE_0],"['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]']",[],['[MOVIE_TITLE_1]']
3256," A:Hi there! How are you today? B:Hello! I am doing well, and yourself? A:Doing well! So what kind of movies are you into? B:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies.I would love to watch something with a [MOVIE_GENRE_2] feel. What do you recommend? A:I love [MOVIE_GENRE_1] as well! I think I might have the perfect one for you. What's the most recent [MOVIE_GENRE_2] movie you've watched? B:I believe the most recent movie I watched was [MOVIE_TITLE_0] A:Nice! One of my best friends loves [MOVIE_TITLE_1] movies. Who's your favorite character on there?","[MOVIE_TITLE_0] of course! I loved Gaurdians of the Galaxy much more though, I love Gamora!","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",['[MOVIE_GENRE_1]']
3257," A:Hi there! How are you today? B:Hello! I am doing well, and yourself? A:Doing well! So what kind of movies are you into? B:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] movies.I would love to watch something with a [MOVIE_GENRE_2] feel. What do you recommend? A:I love [MOVIE_GENRE_1] as well! I think I might have the perfect one for you. What's the most recent [MOVIE_GENRE_2] movie you've watched? B:I believe the most recent movie I watched was [MOVIE_TITLE_0] A:Nice! One of my best friends loves [MOVIE_TITLE_1] movies. Who's your favorite character on there? B:[MOVIE_TITLE_0] of course! I loved Gaurdians of the Galaxy much more though, I love Gamora! A:Gamora is definitely a unique character in my opinion! When I learned she was the adopted daughter of Thanos, I instantly knew she would get all the hype! What about in terms of [MOVIE_GENRE_1] What is your favorite [MOVIE_GENRE_1] B:I agree! My favorite [MOVIE_GENRE_1] is Ace Ventura: Pet Detective. You can't beat [MOVIE_P_ACTOR_0] A:You really can't! He's an icon for sure. I think I might have a great movie for you!",Okay great! What do you recommend?,"['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]']",[],[],"['[MOVIE_TITLE_2]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']"
3258, A:hello,Hello friend! I was wondering if you had any recommendations for movies you've seen recently?,[],[],[],['[MOVIE_TITLE_0]']
3259, A:hello B:Hello friend! I was wondering if you had any recommendations for movies you've seen recently? A:the [MOVIE_TITLE_0] was pretty good.,Oh yeah! I heard that was really good. What did you like most about it?,[],[],[],[]
3260," A:hello B:Hello friend! I was wondering if you had any recommendations for movies you've seen recently? A:the [MOVIE_TITLE_0] was pretty good. B:Oh yeah! I heard that was really good. What did you like most about it? A:without ruining the ending, I liked how the movie ended, I didnt see it coming. what was the last movie you saw and liked?",I don't know if you're into [MOVIE_GENRE_0] but I thought the movie [MOVIE_TITLE_1] was really good.,[],[],[],['[MOVIE_GENRE_0]']
